Brand,Product Name,Category,Ingredient Details,Ingredient Types,Is Harmful?,Reason for Harmful,Daily Limit,Suitable for Kids,Suitable for Teens,Suitable for Elderly,Nutritional Impact,Healthy Alternative,Alternative Description,Translation Availability,Harmful Ingredient Count,Total Ingredients,Country of Manufacturing,Expiration Detail
Chobani,Chobani Greek Yogurt,Yogurt,"Skim Milk, Milk Protein Concentrate, Cane Sugar, Fruit (Strawberries, Raspberries, Blueberries), Modified Food Starch, Natural Flavor","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"High in Protein, Moderate Calories, Sugar",Plain Greek Yogurt with Fruit,Plain Greek yogurt with added fresh or frozen fruit,Yes,1,9,USA,Check packaging for best before date
Chobani,Chobani Flip,Yogurt,"Skim Milk, Milk Protein Concentrate, Cane Sugar, Fruit (Strawberries, Raspberries, Blueberries), Granola (Oats, Sugar, Brown Sugar, Canola Oil, Salt), Modified Food Starch, Natural Flavor","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"High in Protein, Moderate Calories, Sugar",Plain Greek Yogurt with Granola,Plain Greek yogurt with a sprinkle of nuts or seeds,Yes,1,13,USA,Check packaging for best before date
Chobani,Chobani Light,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar, Corn Starch, Fruit (Strawberries, Raspberries, Blueberries), Modified Food Starch, Natural Flavor","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"Low Fat, Moderate Calories, Sugar",Plain Greek Yogurt with Fruit,Plain Greek yogurt with added fresh or frozen fruit,Yes,1,10,USA,Check packaging for best before date
Siggi's,Siggi's Icelandic Skyr,Yogurt,"Skim Milk, Milk Protein Concentrate, Sugar, Fruit (Strawberries, Raspberries, Blueberries), Modified Food Starch, Natural Flavor","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"High in Protein, Moderate Calories, Sugar",Plain Icelandic Skyr with Fruit,Plain Icelandic Skyr with added fresh or frozen fruit,Yes,1,9,USA,Check packaging for best before date
Siggi's,Siggi's 0% Milkfat Icelandic Skyr,Yogurt,"Skim Milk, Milk Protein Concentrate",Dairy,No,No harmful ingredients,1 cup/day,Yes,Yes,Yes,"High in Protein, Low Fat",Plain Icelandic Skyr,Plain Icelandic Skyr,Yes,0,2,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic,Yogurt,"Organic Cultured Pasteurized Milk, Organic Cane Sugar, Organic Fruit (Strawberries, Raspberries, Blueberries), Organic Fruit Puree (Strawberries, Raspberries, Blueberries), Organic Lemon Juice Concentrate, Organic Vanilla Extract, Organic Locust Bean Gum, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"Moderate Calories, Sugar",Plain Organic Yogurt with Fruit,Plain organic yogurt with added fresh or frozen fruit,Yes,1,13,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic LowNot ApplicableFat,Yogurt,"Organic LowNot ApplicableFat Cultured Pasteurized Milk, Organic Cane Sugar, Organic Fruit (Strawberries, Raspberries, Blueberries), Organic Fruit Puree (Strawberries, Raspberries, Blueberries), Organic Lemon Juice Concentrate, Organic Vanilla Extract, Organic Locust Bean Gum, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"Low Fat, Moderate Calories, Sugar",Plain Organic LowNot ApplicableFat Yogurt with Fruit,Plain organic lowNot Applicablefat yogurt with added fresh or frozen fruit,Yes,1,13,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic Greek,Yogurt,"Organic Whole Milk, Organic Skim Milk, Organic Cane Sugar, Organic Fruit (Strawberries, Raspberries, Blueberries), Organic Fruit Puree (Strawberries, Raspberries, Blueberries), Organic Lemon Juice Concentrate, Organic Vanilla Extract, Organic Locust Bean Gum, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"High in Protein, Moderate Calories, Sugar",Plain Organic Greek Yogurt with Fruit,Plain organic Greek yogurt with added fresh or frozen fruit,Yes,1,13,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic Oikos Greek,Yogurt,"Organic Whole Milk, Organic Skim Milk, Organic Cane Sugar, Organic Fruit (Strawberries, Raspberries, Blueberries), Organic Fruit Puree (Strawberries, Raspberries, Blueberries), Organic Lemon Juice Concentrate, Organic Vanilla Extract, Organic Locust Bean Gum, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"High in Protein, Moderate Calories, Sugar",Plain Organic Greek Yogurt with Fruit,Plain organic Greek yogurt with added fresh or frozen fruit,Yes,1,13,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic Whole Milk,Yogurt,"Organic Whole Milk, Organic Cane Sugar, Organic Fruit (Strawberries, Raspberries, Blueberries), Organic Fruit Puree (Strawberries, Raspberries, Blueberries), Organic Lemon Juice Concentrate, Organic Vanilla Extract, Organic Locust Bean Gum, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)","Dairy, Sugary",Yes,High in Sugar,1 cup/day,Yes,Yes,Yes,"Moderate Calories, Sugar",Plain Organic Whole Milk Yogurt with Fruit,Plain organic whole milk yogurt with added fresh or frozen fruit,Yes,1,13,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic LowNot ApplicableFat Plain,Yogurt,"Organic LowNot ApplicableFat Cultured Pasteurized Milk, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)",Dairy,No,No harmful ingredients,1 cup/day,Yes,Yes,Yes,Low Fat,Plain Organic LowNot ApplicableFat Yogurt,Plain organic lowNot Applicablefat yogurt,Yes,0,5,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic Whole Milk Plain,Yogurt,"Organic Whole Milk, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)",Dairy,No,No harmful ingredients,1 cup/day,Yes,Yes,Yes,Moderate Calories,Plain Organic Whole Milk Yogurt,Plain organic whole milk yogurt,Yes,0,4,USA,Check packaging for best before date
Stonyfield,Stonyfield Organic Greek Plain,Yogurt,"Organic Whole Milk, Organic Skim Milk, Live and Active Cultures (L. Bulgaricus, S. thermophilus, L. acidophilus, Bifidus)",Dairy,No,No harmful ingredients,1 cup/day,Yes,Yes,Yes,High in Protein,Plain Organic Greek Yogurt,Plain organic Greek yogurt,Yes,0,4,USA,Check packaging for best before date
Aunt Jemima,Aunt Jemima Original Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Sugar, Leavening (Baking Soda, Sodium Aluminum 1 Phosphate), Salt, Monocalcium Phosphate","Processed, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancake Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Aunt Jemima,Aunt Jemima Complete Buttermilk Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 2 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt, Monocalcium Phosphate","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake Mix,Made with whole wheat flour,Yes,1,10,USA,Check packaging for best before date
Aunt Jemima,Aunt Jemima Original Syrup,Syrup,"High Fructose Corn Syrup, Corn Syrup, Water, Caramel Color, Salt, Natural Flavor",Sugary,Yes,High in Sugar,Use sparingly,Yes (occasionally),Yes (occasionally),Yes (occasionally),High in Sugar,Pure Maple Syrup,100% pure maple syrup,Yes,1,7,USA,Check packaging for best before date
Aunt Jemima,Aunt Jemima Lite Syrup,Syrup,"High Fructose Corn Syrup, Corn Syrup, Water, Sucralose, Salt, Natural Flavor","Sugary, Artificial Sweeteners",Yes,"High in Sugar, Contains Artificial Sweeteners",Use sparingly,Yes (occasionally),Yes (occasionally),Yes (occasionally),High in Sugar,Pure Maple Syrup,100% pure maple syrup,Yes,2,8,USA,Check packaging for best before date
Aunt Jemima,Aunt Jemima Buttermilk Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 3 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt, Monocalcium Phosphate","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake Mix,Made with whole wheat flour,Yes,1,10,USA,Check packaging for best before date
Pillsbury,Pillsbury Buttermilk Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 4 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Pillsbury,Pillsbury Original Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Leavening (Baking Soda, Sodium Aluminum 5 Phosphate), Salt","Processed, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancake Mix,Made with whole wheat flour,Yes,1,8,USA,Check packaging for best before date
Pillsbury,Pillsbury Buttermilk Pancake & Waffle Mix,Pancake & Waffle Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 6 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancake & Waffle Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Pillsbury,Pillsbury Buttermilk Pancake & Waffle Mix,Pancake & Waffle Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 7 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancake & Waffle Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Pillsbury,Pillsbury Grands! Homestyle Pancakes,Pancake,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Soybean Oil, Contains 2% or Less of: 8 Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt, Soy Lecithin","Processed, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancakes,Made with whole wheat flour,Yes,1,11,USA,Check packaging for best before date
Pillsbury,Pillsbury Grands! Buttermilk Pancakes,Pancake,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, 9 Soybean Oil, Buttermilk, Contains 2% or Less of: Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt, Soy Lecithin","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancakes,Made with whole wheat flour,Yes,1,12,USA,Check packaging for best before date
Pillsbury,Pillsbury Grands! Original Waffles,Waffle,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Sugar, Soybean Oil, Contains 2% or Less of: 1 Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt, Soy Lecithin","Processed, Sugary",Yes,High in Sugar,1 waffle/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Waffles,Made with whole wheat flour,Yes,1,10,USA,Check packaging for best before date
Krusteaz,Krusteaz Buttermilk Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk 2 Powder, Sugar, Leavening (Baking Powder, Baking Soda), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Krusteaz,Krusteaz Buttermilk Pancake & Waffle Mix,Pancake & Waffle Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk 3 Powder, Sugar, Leavening (Baking Powder, Baking Soda), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake & Waffle Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Krusteaz,Krusteaz Original Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Leavening (Baking Powder, Baking Soda), Salt","Processed, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Pancake Mix,Made with whole wheat flour,Yes,1,8,USA,Check packaging for best before date
Krusteaz,Krusteaz Buttermilk Pancake & Waffle Mix,Pancake & Waffle Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk 4 Powder, Sugar, Leavening (Baking Powder, Baking Soda), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake & Waffle Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Power Cakes,Pancake Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Power Cakes with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Flapjack & Waffle Mix,Pancake & Waffle Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Flapjack & Waffle Mix with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Buttermilk Pancake Mix,Pancake Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Buttermilk Pancake Mix with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Power Cakes,Pancake Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Power Cakes with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Flapjack & Waffle Mix,Pancake & Waffle Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Flapjack & Waffle Mix with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Kodiak Cakes,Kodiak Cakes Buttermilk Pancake Mix,Pancake Mix,"Whole Wheat Flour, Oat Flour, Buttermilk Powder, Sugar, Baking Powder, Baking Soda, Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Kodiak Cakes Buttermilk Pancake Mix with Less Sugar,Made with less sugar,Yes,1,9,USA,Check packaging for best before date
Betty Crocker,Betty Crocker Buttermilk Pancake Mix,Pancake Mix,"Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk, 5 Sugar, Leavening (Baking Soda, Sodium Aluminum Phosphate), Salt","Processed, Dairy, Sugary",Yes,High in Sugar,1Not Applicable2 pancakes/occasion,Yes (occasionally),Yes (occasionally),Yes (occasionally),"Moderate Calories, Sugar",Whole Wheat Buttermilk Pancake Mix,Made with whole wheat flour,Yes,1,9,USA,Check packaging for best before date
Jimmy Dean,Jimmy Dean Original Sausage,Breakfast Sausage,"Pork, Water, Salt, Spices (Includes Paprika, Red Pepper, Sage, Black Pepper, Garlic Powder, Onion Powder), Sugar, BHA & BHT (to preserve freshness)","Meat, Processed, Sugary",Yes,"High in Sodium, Preservatives",1Not Applicable2 servings/week,Yes (in moderation),Yes (in moderation),Yes (in moderation),"High in Fat, Sodium, Cholesterol",Turkey Sausage,Turkey sausage with reduced sodium and no added preservatives,Yes,2,9,USA,Check packaging for best before date
Jimmy Dean,Jimmy Dean Hot Sausage,Breakfast Sausage,"Pork, Water, Salt, Spices (Includes Paprika, Red Pepper, Sage, Black Pepper, Garlic Powder, Onion Powder), Sugar, BHA & BHT (to preserve freshness)","Meat, Processed, Sugary",Yes,"High in Sodium, Preservatives",1Not Applicable2 servings/week,Yes (in moderation),Yes (in moderation),Yes (in moderation),"High in Fat, Sodium, Cholesterol",Turkey Sausage,Turkey sausage with reduced sodium and no added preservatives,Yes,2,9,USA,Check packaging for best before date
Jimmy Dean,Jimmy Dean Sausage Links,Breakfast Sausage,"Pork, Water, Salt, Spices (Includes Paprika, Red Pepper, Sage, Black Pepper, Garlic Powder, Onion Powder), Sugar, BHA & BHT (to preserve freshness)","Meat, Processed, Sugary",Yes,"High in Sodium, Preservatives",1Not Applicable2 servings/week,Yes (in moderation),Yes (in moderation),Yes (in moderation),"High in Fat, Sodium, Cholesterol",Turkey Sausage Links,Turkey sausage links with reduced sodium and no added preservatives,Yes,2,9,USA,Check packaging for best before date
Jimmy Dean,Jimmy Dean Sausage Patties,Breakfast Sausage,"Pork, Water, Salt, Spices (Includes Paprika, Red Pepper, Sage, Black Pepper, Garlic Powder, Onion Powder), Sugar, BHA & BHT (to preserve freshness)","Meat, Processed, Sugary",Yes,"High in Sodium, Preservatives",1Not Applicable2 patties/week,Yes (in moderation),Yes (in moderation),Yes (in moderation),"High in Fat, Sodium, Cholesterol",Turkey Sausage Patties,Turkey sausage patties with reduced sodium and no added preservatives,Yes,2,9,USA,Check packaging for best before date
